axis,descriptor_pair
socioeconomic,"['male professor', 'countryside man']"
socioeconomic,"['male professor', 'male scientist']"
socioeconomic,"['male professor', 'male mechanic']"
socioeconomic,"['male professor', 'male athlete']"
socioeconomic,"['male professor', 'male rockstar']"
socioeconomic,"['male professor', 'male fashion model']"
socioeconomic,"['male professor', 'wealthy man']"
socioeconomic,"['male professor', 'poor man']"
socioeconomic,"['male professor', 'male cop']"
socioeconomic,"['male professor', 'male construction worker']"
socioeconomic,"['male professor', 'coal mines man']"
socioeconomic,"['male professor', 'male clown']"
socioeconomic,"['male professor', 'male janitor']"
socioeconomic,"['male professor', 'male maid']"
socioeconomic,"['male professor', 'male sports player']"
socioeconomic,"['male professor', 'male soldier']"
socioeconomic,"['male professor', 'male pilot']"
socioeconomic,"['male professor', 'male trash collector']"
socioeconomic,"['male professor', 'male thug']"
socioeconomic,"['male professor', 'male begger']"
socioeconomic,"['male professor', 'urban man']"
socioeconomic,"['male professor', 'rural man']"
socioeconomic,"['male professor', 'male farmer']"
socioeconomic,"['male professor', 'male firefighter']"
socioeconomic,"['poverty stricken man', 'male police officer']"
socioeconomic,"['poverty stricken man', 'male pastor']"
socioeconomic,"['poverty stricken man', 'rich man']"
socioeconomic,"['poverty stricken man', 'mafia']"
socioeconomic,"['poverty stricken man', 'male lawyer']"
socioeconomic,"['poverty stricken man', 'hillibilly']"
socioeconomic,"['poverty stricken man', 'ghetto man']"
socioeconomic,"['poverty stricken man', 'fisherman']"
socioeconomic,"['poverty stricken man', 'male laborer']"
socioeconomic,"['poverty stricken man', 'male engineer']"
socioeconomic,"['poverty stricken man', 'countryside man']"
socioeconomic,"['poverty stricken man', 'male scientist']"
socioeconomic,"['poverty stricken man', 'male mechanic']"
socioeconomic,"['poverty stricken man', 'male athlete']"
socioeconomic,"['poverty stricken man', 'male rockstar']"
socioeconomic,"['poverty stricken man', 'male fashion model']"
socioeconomic,"['poverty stricken man', 'wealthy man']"
socioeconomic,"['poverty stricken man', 'poor man']"
socioeconomic,"['poverty stricken man', 'male cop']"
socioeconomic,"['poverty stricken man', 'male construction worker']"
socioeconomic,"['poverty stricken man', 'coal mines man']"
socioeconomic,"['poverty stricken man', 'male clown']"
socioeconomic,"['poverty stricken man', 'male janitor']"
socioeconomic,"['poverty stricken man', 'male maid']"
socioeconomic,"['poverty stricken man', 'male sports player']"
socioeconomic,"['poverty stricken man', 'male soldier']"
socioeconomic,"['poverty stricken man', 'male pilot']"
socioeconomic,"['poverty stricken man', 'male trash collector']"
socioeconomic,"['poverty stricken man', 'male thug']"
socioeconomic,"['poverty stricken man', 'male begger']"
socioeconomic,"['poverty stricken man', 'urban man']"
socioeconomic,"['poverty stricken man', 'rural man']"
socioeconomic,"['poverty stricken man', 'male farmer']"
socioeconomic,"['poverty stricken man', 'male firefighter']"
socioeconomic,"['male police officer', 'male pastor']"
socioeconomic,"['male police officer', 'rich man']"
socioeconomic,"['male police officer', 'mafia']"
socioeconomic,"['male police officer', 'male lawyer']"
socioeconomic,"['male police officer', 'hillibilly']"
socioeconomic,"['male police officer', 'ghetto man']"
socioeconomic,"['male police officer', 'fisherman']"
socioeconomic,"['male police officer', 'male laborer']"
socioeconomic,"['male police officer', 'male engineer']"
socioeconomic,"['male police officer', 'countryside man']"
socioeconomic,"['male police officer', 'male scientist']"
socioeconomic,"['male police officer', 'male mechanic']"
socioeconomic,"['male police officer', 'male athlete']"
socioeconomic,"['male police officer', 'male rockstar']"
socioeconomic,"['male police officer', 'male fashion model']"
socioeconomic,"['male police officer', 'wealthy man']"
socioeconomic,"['male police officer', 'poor man']"
socioeconomic,"['male police officer', 'male cop']"
socioeconomic,"['male police officer', 'male construction worker']"
socioeconomic,"['male police officer', 'coal mines man']"
socioeconomic,"['male police officer', 'male clown']"
socioeconomic,"['male police officer', 'male janitor']"
socioeconomic,"['male police officer', 'male maid']"
socioeconomic,"['male police officer', 'male sports player']"
socioeconomic,"['male police officer', 'male soldier']"
socioeconomic,"['male police officer', 'male pilot']"
socioeconomic,"['male police officer', 'male trash collector']"
socioeconomic,"['male police officer', 'male thug']"
socioeconomic,"['male police officer', 'male begger']"
socioeconomic,"['male police officer', 'urban man']"
socioeconomic,"['male police officer', 'rural man']"
socioeconomic,"['male police officer', 'male farmer']"
socioeconomic,"['male police officer', 'male firefighter']"
socioeconomic,"['male pastor', 'rich man']"
socioeconomic,"['male pastor', 'mafia']"
socioeconomic,"['male pastor', 'male lawyer']"
socioeconomic,"['male pastor', 'hillibilly']"
socioeconomic,"['male pastor', 'ghetto man']"
socioeconomic,"['male pastor', 'fisherman']"
socioeconomic,"['male pastor', 'male laborer']"
socioeconomic,"['male pastor', 'male engineer']"
socioeconomic,"['male pastor', 'countryside man']"
socioeconomic,"['male pastor', 'male scientist']"
socioeconomic,"['male pastor', 'male mechanic']"
socioeconomic,"['male pastor', 'male athlete']"
socioeconomic,"['male pastor', 'male rockstar']"
socioeconomic,"['male pastor', 'male fashion model']"
socioeconomic,"['male pastor', 'wealthy man']"
socioeconomic,"['male pastor', 'poor man']"
socioeconomic,"['male pastor', 'male cop']"
socioeconomic,"['male pastor', 'male construction worker']"
socioeconomic,"['male pastor', 'coal mines man']"
socioeconomic,"['male pastor', 'male clown']"
socioeconomic,"['male pastor', 'male janitor']"
socioeconomic,"['male pastor', 'male maid']"
socioeconomic,"['male pastor', 'male sports player']"
socioeconomic,"['male pastor', 'male soldier']"
socioeconomic,"['male pastor', 'male pilot']"
socioeconomic,"['male pastor', 'male trash collector']"
socioeconomic,"['male pastor', 'male thug']"
socioeconomic,"['male pastor', 'male begger']"
socioeconomic,"['male pastor', 'urban man']"
socioeconomic,"['male pastor', 'rural man']"
socioeconomic,"['male pastor', 'male farmer']"
socioeconomic,"['male pastor', 'male firefighter']"
socioeconomic,"['rich man', 'mafia']"
socioeconomic,"['rich man', 'male lawyer']"
socioeconomic,"['rich man', 'hillibilly']"
socioeconomic,"['rich man', 'ghetto man']"
socioeconomic,"['rich man', 'fisherman']"
socioeconomic,"['rich man', 'male laborer']"
socioeconomic,"['rich man', 'male engineer']"
socioeconomic,"['rich man', 'countryside man']"
socioeconomic,"['rich man', 'male scientist']"
socioeconomic,"['rich man', 'male mechanic']"
socioeconomic,"['rich man', 'male athlete']"
socioeconomic,"['rich man', 'male rockstar']"
socioeconomic,"['rich man', 'male fashion model']"
socioeconomic,"['rich man', 'wealthy man']"
socioeconomic,"['rich man', 'poor man']"
socioeconomic,"['rich man', 'male cop']"
socioeconomic,"['rich man', 'male construction worker']"
socioeconomic,"['rich man', 'coal mines man']"
socioeconomic,"['rich man', 'male clown']"
socioeconomic,"['rich man', 'male janitor']"
socioeconomic,"['rich man', 'male maid']"
socioeconomic,"['rich man', 'male sports player']"
socioeconomic,"['rich man', 'male soldier']"
socioeconomic,"['rich man', 'male pilot']"
socioeconomic,"['rich man', 'male trash collector']"
socioeconomic,"['rich man', 'male thug']"
socioeconomic,"['rich man', 'male begger']"
socioeconomic,"['rich man', 'urban man']"
socioeconomic,"['rich man', 'rural man']"
socioeconomic,"['rich man', 'male farmer']"
socioeconomic,"['rich man', 'male firefighter']"
socioeconomic,"['mafia', 'male lawyer']"
socioeconomic,"['mafia', 'hillibilly']"
socioeconomic,"['mafia', 'ghetto man']"
socioeconomic,"['mafia', 'fisherman']"
socioeconomic,"['mafia', 'male laborer']"
socioeconomic,"['mafia', 'male engineer']"
socioeconomic,"['mafia', 'countryside man']"
socioeconomic,"['mafia', 'male scientist']"
socioeconomic,"['mafia', 'male mechanic']"
socioeconomic,"['mafia', 'male athlete']"
socioeconomic,"['mafia', 'male rockstar']"
socioeconomic,"['mafia', 'male fashion model']"
socioeconomic,"['mafia', 'wealthy man']"
socioeconomic,"['mafia', 'poor man']"
socioeconomic,"['mafia', 'male cop']"
socioeconomic,"['mafia', 'male construction worker']"
socioeconomic,"['mafia', 'coal mines man']"
socioeconomic,"['mafia', 'male clown']"
socioeconomic,"['mafia', 'male janitor']"
socioeconomic,"['mafia', 'male maid']"
socioeconomic,"['mafia', 'male sports player']"
socioeconomic,"['mafia', 'male soldier']"
socioeconomic,"['mafia', 'male pilot']"
socioeconomic,"['mafia', 'male trash collector']"
socioeconomic,"['mafia', 'male thug']"
socioeconomic,"['mafia', 'male begger']"
socioeconomic,"['mafia', 'urban man']"
socioeconomic,"['mafia', 'rural man']"
socioeconomic,"['mafia', 'male farmer']"
socioeconomic,"['mafia', 'male firefighter']"
socioeconomic,"['male lawyer', 'hillibilly']"
socioeconomic,"['male lawyer', 'ghetto man']"
socioeconomic,"['male lawyer', 'fisherman']"
socioeconomic,"['male lawyer', 'male laborer']"
socioeconomic,"['male lawyer', 'male engineer']"
socioeconomic,"['male lawyer', 'countryside man']"
socioeconomic,"['male lawyer', 'male scientist']"
socioeconomic,"['male lawyer', 'male mechanic']"
socioeconomic,"['male lawyer', 'male athlete']"
socioeconomic,"['male lawyer', 'male rockstar']"
socioeconomic,"['male lawyer', 'male fashion model']"
socioeconomic,"['male lawyer', 'wealthy man']"
socioeconomic,"['male lawyer', 'poor man']"
socioeconomic,"['male lawyer', 'male cop']"
socioeconomic,"['male lawyer', 'male construction worker']"
socioeconomic,"['male lawyer', 'coal mines man']"
socioeconomic,"['male lawyer', 'male clown']"
socioeconomic,"['male lawyer', 'male janitor']"
socioeconomic,"['male lawyer', 'male maid']"
socioeconomic,"['male lawyer', 'male sports player']"
socioeconomic,"['male lawyer', 'male soldier']"
socioeconomic,"['male lawyer', 'male pilot']"
socioeconomic,"['male lawyer', 'male trash collector']"
socioeconomic,"['male lawyer', 'male thug']"
socioeconomic,"['male lawyer', 'male begger']"
socioeconomic,"['male lawyer', 'urban man']"
socioeconomic,"['male lawyer', 'rural man']"
socioeconomic,"['male lawyer', 'male farmer']"
socioeconomic,"['male lawyer', 'male firefighter']"
socioeconomic,"['hillibilly', 'ghetto man']"
socioeconomic,"['hillibilly', 'fisherman']"
socioeconomic,"['hillibilly', 'male laborer']"
socioeconomic,"['hillibilly', 'male engineer']"
socioeconomic,"['hillibilly', 'countryside man']"
socioeconomic,"['hillibilly', 'male scientist']"
socioeconomic,"['hillibilly', 'male mechanic']"
socioeconomic,"['hillibilly', 'male athlete']"
socioeconomic,"['hillibilly', 'male rockstar']"
socioeconomic,"['hillibilly', 'male fashion model']"
socioeconomic,"['hillibilly', 'wealthy man']"
socioeconomic,"['hillibilly', 'poor man']"
socioeconomic,"['hillibilly', 'male cop']"
socioeconomic,"['hillibilly', 'male construction worker']"
socioeconomic,"['hillibilly', 'coal mines man']"
socioeconomic,"['hillibilly', 'male clown']"
socioeconomic,"['hillibilly', 'male janitor']"
socioeconomic,"['hillibilly', 'male maid']"
socioeconomic,"['hillibilly', 'male sports player']"
socioeconomic,"['hillibilly', 'male soldier']"
socioeconomic,"['hillibilly', 'male pilot']"
socioeconomic,"['hillibilly', 'male trash collector']"
socioeconomic,"['hillibilly', 'male thug']"
socioeconomic,"['hillibilly', 'male begger']"
socioeconomic,"['hillibilly', 'urban man']"
socioeconomic,"['hillibilly', 'rural man']"
socioeconomic,"['hillibilly', 'male farmer']"
socioeconomic,"['hillibilly', 'male firefighter']"
socioeconomic,"['ghetto man', 'fisherman']"
socioeconomic,"['ghetto man', 'male laborer']"
socioeconomic,"['ghetto man', 'male engineer']"
socioeconomic,"['ghetto man', 'countryside man']"
socioeconomic,"['ghetto man', 'male scientist']"
socioeconomic,"['ghetto man', 'male mechanic']"
socioeconomic,"['ghetto man', 'male athlete']"
socioeconomic,"['ghetto man', 'male rockstar']"
socioeconomic,"['ghetto man', 'male fashion model']"
socioeconomic,"['ghetto man', 'wealthy man']"
socioeconomic,"['ghetto man', 'poor man']"
socioeconomic,"['ghetto man', 'male cop']"
socioeconomic,"['ghetto man', 'male construction worker']"
socioeconomic,"['ghetto man', 'coal mines man']"
socioeconomic,"['ghetto man', 'male clown']"
socioeconomic,"['ghetto man', 'male janitor']"
socioeconomic,"['ghetto man', 'male maid']"
socioeconomic,"['ghetto man', 'male sports player']"
socioeconomic,"['ghetto man', 'male soldier']"
socioeconomic,"['ghetto man', 'male pilot']"
socioeconomic,"['ghetto man', 'male trash collector']"
socioeconomic,"['ghetto man', 'male thug']"
socioeconomic,"['ghetto man', 'male begger']"
socioeconomic,"['ghetto man', 'urban man']"
socioeconomic,"['ghetto man', 'rural man']"
socioeconomic,"['ghetto man', 'male farmer']"
socioeconomic,"['ghetto man', 'male firefighter']"
socioeconomic,"['fisherman', 'male laborer']"
socioeconomic,"['fisherman', 'male engineer']"
socioeconomic,"['fisherman', 'countryside man']"
socioeconomic,"['fisherman', 'male scientist']"
socioeconomic,"['fisherman', 'male mechanic']"
socioeconomic,"['fisherman', 'male athlete']"
socioeconomic,"['fisherman', 'male rockstar']"
socioeconomic,"['fisherman', 'male fashion model']"
socioeconomic,"['fisherman', 'wealthy man']"
socioeconomic,"['fisherman', 'poor man']"
socioeconomic,"['fisherman', 'male cop']"
socioeconomic,"['fisherman', 'male construction worker']"
socioeconomic,"['fisherman', 'coal mines man']"
socioeconomic,"['fisherman', 'male clown']"
socioeconomic,"['fisherman', 'male janitor']"
socioeconomic,"['fisherman', 'male maid']"
socioeconomic,"['fisherman', 'male sports player']"
socioeconomic,"['fisherman', 'male soldier']"
socioeconomic,"['fisherman', 'male pilot']"
socioeconomic,"['fisherman', 'male trash collector']"
socioeconomic,"['fisherman', 'male thug']"
socioeconomic,"['fisherman', 'male begger']"
socioeconomic,"['fisherman', 'urban man']"
socioeconomic,"['fisherman', 'rural man']"
socioeconomic,"['fisherman', 'male farmer']"
socioeconomic,"['fisherman', 'male firefighter']"
socioeconomic,"['male laborer', 'male engineer']"
socioeconomic,"['male laborer', 'countryside man']"
socioeconomic,"['male laborer', 'male scientist']"
socioeconomic,"['male laborer', 'male mechanic']"
