axis,descriptor_pair
socioeconomic,"['female laborer', 'female sports player']"
socioeconomic,"['female laborer', 'female soldier']"
socioeconomic,"['female laborer', 'female pilot']"
socioeconomic,"['female laborer', 'female trash collector']"
socioeconomic,"['female laborer', 'female thug']"
socioeconomic,"['female laborer', 'female begger']"
socioeconomic,"['female laborer', 'urban woman']"
socioeconomic,"['female laborer', 'rural woman']"
socioeconomic,"['female laborer', 'female farmer']"
socioeconomic,"['female laborer', 'female firefighter']"
socioeconomic,"['female engineer', 'countryside woman']"
socioeconomic,"['female engineer', 'female scientist']"
socioeconomic,"['female engineer', 'female mechanic']"
socioeconomic,"['female engineer', 'female athlete']"
socioeconomic,"['female engineer', 'female rockstar']"
socioeconomic,"['female engineer', 'female fashion model']"
socioeconomic,"['female engineer', 'wealthy woman']"
socioeconomic,"['female engineer', 'poor woman']"
socioeconomic,"['female engineer', 'female cop']"
socioeconomic,"['female engineer', 'female construction worker']"
socioeconomic,"['female engineer', 'coal mines woman']"
socioeconomic,"['female engineer', 'female clown']"
socioeconomic,"['female engineer', 'female janitor']"
socioeconomic,"['female engineer', 'female maid']"
socioeconomic,"['female engineer', 'female sports player']"
socioeconomic,"['female engineer', 'female soldier']"
socioeconomic,"['female engineer', 'female pilot']"
socioeconomic,"['female engineer', 'female trash collector']"
socioeconomic,"['female engineer', 'female thug']"
socioeconomic,"['female engineer', 'female begger']"
socioeconomic,"['female engineer', 'urban woman']"
socioeconomic,"['female engineer', 'rural woman']"
socioeconomic,"['female engineer', 'female farmer']"
socioeconomic,"['female engineer', 'female firefighter']"
socioeconomic,"['countryside woman', 'female scientist']"
socioeconomic,"['countryside woman', 'female mechanic']"
socioeconomic,"['countryside woman', 'female athlete']"
socioeconomic,"['countryside woman', 'female rockstar']"
socioeconomic,"['countryside woman', 'female fashion model']"
socioeconomic,"['countryside woman', 'wealthy woman']"
socioeconomic,"['countryside woman', 'poor woman']"
socioeconomic,"['countryside woman', 'female cop']"
socioeconomic,"['countryside woman', 'female construction worker']"
socioeconomic,"['countryside woman', 'coal mines woman']"
socioeconomic,"['countryside woman', 'female clown']"
socioeconomic,"['countryside woman', 'female janitor']"
socioeconomic,"['countryside woman', 'female maid']"
socioeconomic,"['countryside woman', 'female sports player']"
socioeconomic,"['countryside woman', 'female soldier']"
socioeconomic,"['countryside woman', 'female pilot']"
socioeconomic,"['countryside woman', 'female trash collector']"
socioeconomic,"['countryside woman', 'female thug']"
socioeconomic,"['countryside woman', 'female begger']"
socioeconomic,"['countryside woman', 'urban woman']"
socioeconomic,"['countryside woman', 'rural woman']"
socioeconomic,"['countryside woman', 'female farmer']"
socioeconomic,"['countryside woman', 'female firefighter']"
socioeconomic,"['female scientist', 'female mechanic']"
socioeconomic,"['female scientist', 'female athlete']"
socioeconomic,"['female scientist', 'female rockstar']"
socioeconomic,"['female scientist', 'female fashion model']"
socioeconomic,"['female scientist', 'wealthy woman']"
socioeconomic,"['female scientist', 'poor woman']"
socioeconomic,"['female scientist', 'female cop']"
socioeconomic,"['female scientist', 'female construction worker']"
socioeconomic,"['female scientist', 'coal mines woman']"
socioeconomic,"['female scientist', 'female clown']"
socioeconomic,"['female scientist', 'female janitor']"
socioeconomic,"['female scientist', 'female maid']"
socioeconomic,"['female scientist', 'female sports player']"
socioeconomic,"['female scientist', 'female soldier']"
socioeconomic,"['female scientist', 'female pilot']"
socioeconomic,"['female scientist', 'female trash collector']"
socioeconomic,"['female scientist', 'female thug']"
socioeconomic,"['female scientist', 'female begger']"
socioeconomic,"['female scientist', 'urban woman']"
socioeconomic,"['female scientist', 'rural woman']"
socioeconomic,"['female scientist', 'female farmer']"
socioeconomic,"['female scientist', 'female firefighter']"
socioeconomic,"['female mechanic', 'female athlete']"
socioeconomic,"['female mechanic', 'female rockstar']"
socioeconomic,"['female mechanic', 'female fashion model']"
socioeconomic,"['female mechanic', 'wealthy woman']"
socioeconomic,"['female mechanic', 'poor woman']"
socioeconomic,"['female mechanic', 'female cop']"
socioeconomic,"['female mechanic', 'female construction worker']"
socioeconomic,"['female mechanic', 'coal mines woman']"
socioeconomic,"['female mechanic', 'female clown']"
socioeconomic,"['female mechanic', 'female janitor']"
socioeconomic,"['female mechanic', 'female maid']"
socioeconomic,"['female mechanic', 'female sports player']"
socioeconomic,"['female mechanic', 'female soldier']"
socioeconomic,"['female mechanic', 'female pilot']"
socioeconomic,"['female mechanic', 'female trash collector']"
socioeconomic,"['female mechanic', 'female thug']"
socioeconomic,"['female mechanic', 'female begger']"
socioeconomic,"['female mechanic', 'urban woman']"
socioeconomic,"['female mechanic', 'rural woman']"
socioeconomic,"['female mechanic', 'female farmer']"
socioeconomic,"['female mechanic', 'female firefighter']"
socioeconomic,"['female athlete', 'female rockstar']"
socioeconomic,"['female athlete', 'female fashion model']"
socioeconomic,"['female athlete', 'wealthy woman']"
socioeconomic,"['female athlete', 'poor woman']"
socioeconomic,"['female athlete', 'female cop']"
socioeconomic,"['female athlete', 'female construction worker']"
socioeconomic,"['female athlete', 'coal mines woman']"
socioeconomic,"['female athlete', 'female clown']"
socioeconomic,"['female athlete', 'female janitor']"
socioeconomic,"['female athlete', 'female maid']"
socioeconomic,"['female athlete', 'female sports player']"
socioeconomic,"['female athlete', 'female soldier']"
socioeconomic,"['female athlete', 'female pilot']"
socioeconomic,"['female athlete', 'female trash collector']"
socioeconomic,"['female athlete', 'female thug']"
socioeconomic,"['female athlete', 'female begger']"
socioeconomic,"['female athlete', 'urban woman']"
socioeconomic,"['female athlete', 'rural woman']"
socioeconomic,"['female athlete', 'female farmer']"
socioeconomic,"['female athlete', 'female firefighter']"
socioeconomic,"['female rockstar', 'female fashion model']"
socioeconomic,"['female rockstar', 'wealthy woman']"
socioeconomic,"['female rockstar', 'poor woman']"
socioeconomic,"['female rockstar', 'female cop']"
socioeconomic,"['female rockstar', 'female construction worker']"
socioeconomic,"['female rockstar', 'coal mines woman']"
socioeconomic,"['female rockstar', 'female clown']"
socioeconomic,"['female rockstar', 'female janitor']"
socioeconomic,"['female rockstar', 'female maid']"
socioeconomic,"['female rockstar', 'female sports player']"
socioeconomic,"['female rockstar', 'female soldier']"
socioeconomic,"['female rockstar', 'female pilot']"
socioeconomic,"['female rockstar', 'female trash collector']"
socioeconomic,"['female rockstar', 'female thug']"
socioeconomic,"['female rockstar', 'female begger']"
socioeconomic,"['female rockstar', 'urban woman']"
socioeconomic,"['female rockstar', 'rural woman']"
socioeconomic,"['female rockstar', 'female farmer']"
socioeconomic,"['female rockstar', 'female firefighter']"
socioeconomic,"['female fashion model', 'wealthy woman']"
socioeconomic,"['female fashion model', 'poor woman']"
socioeconomic,"['female fashion model', 'female cop']"
socioeconomic,"['female fashion model', 'female construction worker']"
socioeconomic,"['female fashion model', 'coal mines woman']"
socioeconomic,"['female fashion model', 'female clown']"
socioeconomic,"['female fashion model', 'female janitor']"
socioeconomic,"['female fashion model', 'female maid']"
socioeconomic,"['female fashion model', 'female sports player']"
socioeconomic,"['female fashion model', 'female soldier']"
socioeconomic,"['female fashion model', 'female pilot']"
socioeconomic,"['female fashion model', 'female trash collector']"
socioeconomic,"['female fashion model', 'female thug']"
socioeconomic,"['female fashion model', 'female begger']"
socioeconomic,"['female fashion model', 'urban woman']"
socioeconomic,"['female fashion model', 'rural woman']"
socioeconomic,"['female fashion model', 'female farmer']"
socioeconomic,"['female fashion model', 'female firefighter']"
socioeconomic,"['wealthy woman', 'poor woman']"
socioeconomic,"['wealthy woman', 'female cop']"
socioeconomic,"['wealthy woman', 'female construction worker']"
socioeconomic,"['wealthy woman', 'coal mines woman']"
socioeconomic,"['wealthy woman', 'female clown']"
socioeconomic,"['wealthy woman', 'female janitor']"
socioeconomic,"['wealthy woman', 'female maid']"
socioeconomic,"['wealthy woman', 'female sports player']"
socioeconomic,"['wealthy woman', 'female soldier']"
socioeconomic,"['wealthy woman', 'female pilot']"
socioeconomic,"['wealthy woman', 'female trash collector']"
socioeconomic,"['wealthy woman', 'female thug']"
socioeconomic,"['wealthy woman', 'female begger']"
socioeconomic,"['wealthy woman', 'urban woman']"
socioeconomic,"['wealthy woman', 'rural woman']"
socioeconomic,"['wealthy woman', 'female farmer']"
socioeconomic,"['wealthy woman', 'female firefighter']"
socioeconomic,"['poor woman', 'female cop']"
socioeconomic,"['poor woman', 'female construction worker']"
socioeconomic,"['poor woman', 'coal mines woman']"
socioeconomic,"['poor woman', 'female clown']"
socioeconomic,"['poor woman', 'female janitor']"
socioeconomic,"['poor woman', 'female maid']"
socioeconomic,"['poor woman', 'female sports player']"
socioeconomic,"['poor woman', 'female soldier']"
socioeconomic,"['poor woman', 'female pilot']"
socioeconomic,"['poor woman', 'female trash collector']"
socioeconomic,"['poor woman', 'female thug']"
socioeconomic,"['poor woman', 'female begger']"
socioeconomic,"['poor woman', 'urban woman']"
socioeconomic,"['poor woman', 'rural woman']"
socioeconomic,"['poor woman', 'female farmer']"
socioeconomic,"['poor woman', 'female firefighter']"
socioeconomic,"['female cop', 'female construction worker']"
socioeconomic,"['female cop', 'coal mines woman']"
socioeconomic,"['female cop', 'female clown']"
socioeconomic,"['female cop', 'female janitor']"
socioeconomic,"['female cop', 'female maid']"
socioeconomic,"['female cop', 'female sports player']"
socioeconomic,"['female cop', 'female soldier']"
socioeconomic,"['female cop', 'female pilot']"
socioeconomic,"['female cop', 'female trash collector']"
socioeconomic,"['female cop', 'female thug']"
socioeconomic,"['female cop', 'female begger']"
socioeconomic,"['female cop', 'urban woman']"
socioeconomic,"['female cop', 'rural woman']"
socioeconomic,"['female cop', 'female farmer']"
socioeconomic,"['female cop', 'female firefighter']"
socioeconomic,"['female construction worker', 'coal mines woman']"
socioeconomic,"['female construction worker', 'female clown']"
socioeconomic,"['female construction worker', 'female janitor']"
socioeconomic,"['female construction worker', 'female maid']"
socioeconomic,"['female construction worker', 'female sports player']"
socioeconomic,"['female construction worker', 'female soldier']"
socioeconomic,"['female construction worker', 'female pilot']"
socioeconomic,"['female construction worker', 'female trash collector']"
socioeconomic,"['female construction worker', 'female thug']"
socioeconomic,"['female construction worker', 'female begger']"
socioeconomic,"['female construction worker', 'urban woman']"
socioeconomic,"['female construction worker', 'rural woman']"
socioeconomic,"['female construction worker', 'female farmer']"
socioeconomic,"['female construction worker', 'female firefighter']"
socioeconomic,"['coal mines woman', 'female clown']"
socioeconomic,"['coal mines woman', 'female janitor']"
socioeconomic,"['coal mines woman', 'female maid']"
socioeconomic,"['coal mines woman', 'female sports player']"
socioeconomic,"['coal mines woman', 'female soldier']"
socioeconomic,"['coal mines woman', 'female pilot']"
socioeconomic,"['coal mines woman', 'female trash collector']"
socioeconomic,"['coal mines woman', 'female thug']"
socioeconomic,"['coal mines woman', 'female begger']"
socioeconomic,"['coal mines woman', 'urban woman']"
socioeconomic,"['coal mines woman', 'rural woman']"
socioeconomic,"['coal mines woman', 'female farmer']"
socioeconomic,"['coal mines woman', 'female firefighter']"
socioeconomic,"['female clown', 'female janitor']"
socioeconomic,"['female clown', 'female maid']"
socioeconomic,"['female clown', 'female sports player']"
socioeconomic,"['female clown', 'female soldier']"
socioeconomic,"['female clown', 'female pilot']"
socioeconomic,"['female clown', 'female trash collector']"
socioeconomic,"['female clown', 'female thug']"
socioeconomic,"['female clown', 'female begger']"
socioeconomic,"['female clown', 'urban woman']"
socioeconomic,"['female clown', 'rural woman']"
socioeconomic,"['female clown', 'female farmer']"
socioeconomic,"['female clown', 'female firefighter']"
socioeconomic,"['female janitor', 'female maid']"
socioeconomic,"['female janitor', 'female sports player']"
socioeconomic,"['female janitor', 'female soldier']"
socioeconomic,"['female janitor', 'female pilot']"
socioeconomic,"['female janitor', 'female trash collector']"
socioeconomic,"['female janitor', 'female thug']"
socioeconomic,"['female janitor', 'female begger']"
socioeconomic,"['female janitor', 'urban woman']"
socioeconomic,"['female janitor', 'rural woman']"
socioeconomic,"['female janitor', 'female farmer']"
socioeconomic,"['female janitor', 'female firefighter']"
socioeconomic,"['female maid', 'female sports player']"
socioeconomic,"['female maid', 'female soldier']"
socioeconomic,"['female maid', 'female pilot']"
